uuid;timestamp;agent;source;type;igs_timestamp;value
deb3df20-011f-11f1-b2eb-d921f42ba690;1770155181.715;Cognitive_Model;start;4;;true
deb3df21-011f-11f1-b2eb-d921f42ba690;1770155181.715;Cognitive_Model;production_selected;3;;get-where-should-i-look-next
debb8040-011f-11f1-b2eb-d921f42ba690;1770155181.765;Cognitive_Model;production_selected;3;;attend-to-next-aoi
debb8041-011f-11f1-b2eb-d921f42ba690;1770155181.765;TARS Agent;request_takeoff_clearance;5;;
debbf570-011f-11f1-b2eb-d921f42ba690;1770155181.768;ATC_Agent;speech_output;3;;C-POLY, Montreal-Tower, wind-0-9-0-at-4, cleared-for-takeoff runway-zero-six-left. Climb-to-5000ft.
debbf571-011f-11f1-b2eb-d921f42ba690;1770155181.768;ATC_Agent;is_speaking;4;;true
debc4390-011f-11f1-b2eb-d921f42ba690;1770155181.770;Shared Interface;countdown_complete;5;;
debc4391-011f-11f1-b2eb-d921f42ba690;1770155181.770;Shared Interface;countdown_complete;5;;
debc4392-011f-11f1-b2eb-d921f42ba690;1770155181.770;TARS Agent;current_state;3;;"{""procedure"": ""BEFORE TAKEOFF"", ""classification"": ""NORM"", ""type"": ""Checklist"", ""category"": ""Switch / Lever"", ""task_object"": ""Takeoff clearance"", ""value"": ""CONFIRM"", ""human_role"": ""performer"", ""autonomy_role"": """", ""information_requirement"": ""ATC clearance status, checklist completion status."", ""interaction"": """", ""delay_before_action"": 0.0, ""delay_after_action"": 0.0, ""callout"": ""Cessna Charlie Papa Oscar Lima Yankee cleared for takeoff, will maintain runway heading, climb to 5000ft proceed direct AGMEB then OMEKI"", ""condition"": null, ""condition_type"": null, ""condition_function"": null, ""monitor_scope"": null}"
debc4393-011f-11f1-b2eb-d921f42ba690;1770155181.770;TARS Agent;current_procedure;3;;BEFORE TAKEOFF
debc4394-011f-11f1-b2eb-d921f42ba690;1770155181.770;TARS Agent;interaction_message;3;;
debc4395-011f-11f1-b2eb-d921f42ba690;1770155181.770;TARS Agent;current_task_object;3;;Takeoff clearance
debc6aa0-011f-11f1-b2eb-d921f42ba690;1770155181.770;TARS Agent;current_task_value;3;;CONFIRM
debc6aa1-011f-11f1-b2eb-d921f42ba690;1770155181.770;TARS Agent;current_task_autonomy_role;3;;
debc6aa2-011f-11f1-b2eb-d921f42ba690;1770155181.770;TARS Agent;current_task_human_role;3;;performer
debc6aa3-011f-11f1-b2eb-d921f42ba690;1770155181.770;TARS Agent;next_state;3;;"{""procedure"": ""BEFORE TAKEOFF"", ""classification"": ""NORM"", ""type"": ""Checklist"", ""category"": ""Switch / Lever"", ""task_object"": ""Pitot-Static Switch"", ""value"": ""PITOT-STATIC"", ""human_role"": ""performer"", ""autonomy_role"": """", ""information_requirement"": ""Pitot-static switch status"", ""interaction"": ""pitot_static_switch"", ""delay_before_action"": 0.0, ""delay_after_action"": 0.0, ""callout"": """", ""condition"": null, ""condition_type"": null, ""condition_function"": null, ""monitor_scope"": null}"
debc6aa4-011f-11f1-b2eb-d921f42ba690;1770155181.770;TARS Agent;countdown_next;1;;false
debc6aa5-011f-11f1-b2eb-d921f42ba690;1770155181.770;TARS Agent;countdown_max_next;1;;false
debc6aa6-011f-11f1-b2eb-d921f42ba690;1770155181.770;TARS Agent;action_about_to_fire;3;;"{""procedure"": ""BEFORE TAKEOFF"", ""classification"": ""NORM"", ""type"": ""Checklist"", ""category"": ""Switch / Lever"", ""task_object"": ""Takeoff clearance"", ""value"": ""CONFIRM"", ""human_role"": ""performer"", ""autonomy_role"": """", ""information_requirement"": ""ATC clearance status, checklist completion status."", ""interaction"": """", ""delay_before_action"": 0.0, ""delay_after_action"": 0.0, ""callout"": ""Cessna Charlie Papa Oscar Lima Yankee cleared for takeoff, will maintain runway heading, climb to 5000ft proceed direct AGMEB then OMEKI"", ""condition"": null, ""condition_type"": null, ""condition_function"": null, ""monitor_scope"": null}"
decac280-011f-11f1-b2eb-d921f42ba690;1770155181.865;Cognitive_Model;production_selected;3;;encode-aoi-information
ded6f780-011f-11f1-b2eb-d921f42ba690;1770155181.945;Aircraft;cabin_altitude;2;;104.100000
def10f30-011f-11f1-b2eb-d921f42ba690;1770155182.115;Cognitive_Model;production_selected;3;;detected-sound
df005170-011f-11f1-b2eb-d921f42ba690;1770155182.216;Cognitive_Model;production_selected;3;;encode-sound
df1efd00-011f-11f1-b2eb-d921f42ba690;1770155182.416;Cognitive_Model;production_selected;3;;retrieve-self-callsign
df34a7e0-011f-11f1-b2eb-d921f42ba690;1770155182.559;Aircraft;cabin_altitude;2;;104.000000
df4dae20-011f-11f1-b2eb-d921f42ba690;1770155182.722;Cognitive_Model;production_selected;3;;is-our-callsign
df686210-011f-11f1-b2eb-d921f42ba690;1770155182.897;Aircraft;e1_n1_percent;2;;23.400000
df686211-011f-11f1-b2eb-d921f42ba690;1770155182.898;Aircraft;e2_n1_percent;2;;23.400000
df927f50-011f-11f1-b2eb-d921f42ba690;1770155183.173;Aircraft;cabin_altitude;2;;103.900000
dfe644a0-011f-11f1-b2eb-d921f42ba690;1770155183.723;Cognitive_Model;production_selected;3;;t-i-x-1-visually-attend-current-task-human-role
dfe66bb0-011f-11f1-b2eb-d921f42ba690;1770155183.723;Cognitive_Model;production_selected;3;;t-i-x-2-visually-encode-allocation-item
