uuid;timestamp;agent;source;type;igs_timestamp;value
11e15f80-0120-11f1-b2eb-d921f42ba690;1770155267.577;Cognitive_Model;start;4;;true
11e15f81-0120-11f1-b2eb-d921f42ba690;1770155267.577;Cognitive_Model;production_selected;3;;get-where-should-i-look-next
11e752f0-0120-11f1-b2eb-d921f42ba690;1770155267.616;TARS Agent;request_takeoff_clearance;5;;
11e752f1-0120-11f1-b2eb-d921f42ba690;1770155267.616;Shared Interface;countdown_complete;5;;
11e752f2-0120-11f1-b2eb-d921f42ba690;1770155267.616;TARS Agent;current_state;3;;"{""procedure"": ""BEFORE TAKEOFF"", ""classification"": ""NORM"", ""type"": ""Checklist"", ""category"": ""Switch / Lever"", ""task_object"": ""Takeoff clearance"", ""value"": ""CONFIRM"", ""human_role"": ""performer"", ""autonomy_role"": """", ""information_requirement"": ""ATC clearance status, checklist completion status."", ""interaction"": """", ""delay_before_action"": 0.0, ""delay_after_action"": 0.0, ""callout"": ""Cessna Charlie Papa Oscar Lima Yankee cleared for takeoff, will maintain runway heading, climb to 5000ft proceed direct AGMEB then OMEKI"", ""condition"": null, ""condition_type"": null, ""condition_function"": null, ""monitor_scope"": null}"
11e752f3-0120-11f1-b2eb-d921f42ba690;1770155267.616;Shared Interface;countdown_complete;5;;
11e752f4-0120-11f1-b2eb-d921f42ba690;1770155267.616;TARS Agent;current_procedure;3;;BEFORE TAKEOFF
11e752f5-0120-11f1-b2eb-d921f42ba690;1770155267.616;TARS Agent;interaction_message;3;;
11e752f6-0120-11f1-b2eb-d921f42ba690;1770155267.616;TARS Agent;current_task_object;3;;Takeoff clearance
11e752f7-0120-11f1-b2eb-d921f42ba690;1770155267.616;TARS Agent;current_task_value;3;;CONFIRM
11e77a00-0120-11f1-b2eb-d921f42ba690;1770155267.616;TARS Agent;current_task_autonomy_role;3;;
11e77a01-0120-11f1-b2eb-d921f42ba690;1770155267.616;TARS Agent;current_task_human_role;3;;performer
11e77a02-0120-11f1-b2eb-d921f42ba690;1770155267.616;TARS Agent;next_state;3;;"{""procedure"": ""BEFORE TAKEOFF"", ""classification"": ""NORM"", ""type"": ""Checklist"", ""category"": ""Switch / Lever"", ""task_object"": ""Pitot-Static Switch"", ""value"": ""PITOT-STATIC"", ""human_role"": ""performer"", ""autonomy_role"": """", ""information_requirement"": ""Pitot-static switch status"", ""interaction"": ""pitot_static_switch"", ""delay_before_action"": 0.0, ""delay_after_action"": 0.0, ""callout"": """", ""condition"": null, ""condition_type"": null, ""condition_function"": null, ""monitor_scope"": null}"
11e77a03-0120-11f1-b2eb-d921f42ba690;1770155267.616;TARS Agent;countdown_next;1;;false
11e77a04-0120-11f1-b2eb-d921f42ba690;1770155267.616;TARS Agent;countdown_max_next;1;;false
11e77a05-0120-11f1-b2eb-d921f42ba690;1770155267.616;TARS Agent;action_about_to_fire;3;;"{""procedure"": ""BEFORE TAKEOFF"", ""classification"": ""NORM"", ""type"": ""Checklist"", ""category"": ""Switch / Lever"", ""task_object"": ""Takeoff clearance"", ""value"": ""CONFIRM"", ""human_role"": ""performer"", ""autonomy_role"": """", ""information_requirement"": ""ATC clearance status, checklist completion status."", ""interaction"": """", ""delay_before_action"": 0.0, ""delay_after_action"": 0.0, ""callout"": ""Cessna Charlie Papa Oscar Lima Yankee cleared for takeoff, will maintain runway heading, climb to 5000ft proceed direct AGMEB then OMEKI"", ""condition"": null, ""condition_type"": null, ""condition_function"": null, ""monitor_scope"": null}"
11e7a110-0120-11f1-b2eb-d921f42ba690;1770155267.618;ATC_Agent;speech_output;3;;C-POLY, Montreal-Tower, wind-0-9-0-at-4, cleared-for-takeoff runway-zero-six-left. Climb-to-5000ft.
11e7a111-0120-11f1-b2eb-d921f42ba690;1770155267.618;ATC_Agent;is_speaking;4;;true
11e927b0-0120-11f1-b2eb-d921f42ba690;1770155267.627;Cognitive_Model;production_selected;3;;attend-to-next-aoi
11eea5f0-0120-11f1-b2eb-d921f42ba690;1770155267.664;Aircraft;cabin_altitude;2;;104.100000
11f869f0-0120-11f1-b2eb-d921f42ba690;1770155267.727;Cognitive_Model;production_selected;3;;encode-aoi-information
121e8f90-0120-11f1-b2eb-d921f42ba690;1770155267.978;Cognitive_Model;production_selected;3;;detected-sound
12359a00-0120-11f1-b2eb-d921f42ba690;1770155268.128;Cognitive_Model;production_selected;3;;encode-sound
12541e80-0120-11f1-b2eb-d921f42ba690;1770155268.328;Cognitive_Model;production_selected;3;;retrieve-self-callsign
125a6010-0120-11f1-b2eb-d921f42ba690;1770155268.369;Aircraft;cabin_altitude;2;;104.000000
127a4420-0120-11f1-b2eb-d921f42ba690;1770155268.579;Cognitive_Model;production_selected;3;;is-our-callsign
1298efb0-0120-11f1-b2eb-d921f42ba690;1770155268.779;Aircraft;e1_n1_percent;2;;23.400000
1298efb1-0120-11f1-b2eb-d921f42ba690;1770155268.779;Aircraft;e2_n1_percent;2;;23.400000
12c7c7e0-0120-11f1-b2eb-d921f42ba690;1770155269.086;Aircraft;cabin_altitude;2;;103.900000
131301b0-0120-11f1-b2eb-d921f42ba690;1770155269.580;Cognitive_Model;production_selected;3;;t-i-x-1-visually-attend-current-task-human-role
131aa2d0-0120-11f1-b2eb-d921f42ba690;1770155269.630;Cognitive_Model;production_selected;3;;t-i-x-2-visually-encode-allocation-item
132243f0-0120-11f1-b2eb-d921f42ba690;1770155269.680;Cognitive_Model;production_selected;3;;t-i-x-3-form-task-item-allocation-human-role-representation
1331ad40-0120-11f1-b2eb-d921f42ba690;1770155269.780;Cognitive_Model;production_selected;3;;t-i-x-4-visually-attend-current-task-autonomy_role
1334e190-0120-11f1-b2eb-d921f42ba690;1770155269.802;Aircraft;cabin_altitude;2;;103.800000
