uuid;timestamp;agent;source;type;igs_timestamp;value
7768b200-011f-11f1-b2eb-d921f42ba690;1770155008.417;Cognitive_Model;start;4;;true
7768b201-011f-11f1-b2eb-d921f42ba690;1770155008.417;Cognitive_Model;production_selected;3;;get-where-should-i-look-next
77705320-011f-11f1-b2eb-d921f42ba690;1770155008.466;Cognitive_Model;production_selected;3;;attend-to-next-aoi
77711670-011f-11f1-b2eb-d921f42ba690;1770155008.471;Shared Interface;countdown_complete;5;;
77711671-011f-11f1-b2eb-d921f42ba690;1770155008.471;TARS Agent;request_takeoff_clearance;5;;
77711672-011f-11f1-b2eb-d921f42ba690;1770155008.471;Shared Interface;countdown_complete;5;;
77711673-011f-11f1-b2eb-d921f42ba690;1770155008.471;TARS Agent;current_state;3;;"{""procedure"": ""BEFORE TAKEOFF"", ""classification"": ""NORM"", ""type"": ""Checklist"", ""category"": ""Switch / Lever"", ""task_object"": ""Takeoff clearance"", ""value"": ""CONFIRM"", ""human_role"": ""performer"", ""autonomy_role"": """", ""information_requirement"": ""ATC clearance status, checklist completion status."", ""interaction"": """", ""delay_before_action"": 0.0, ""delay_after_action"": 0.0, ""callout"": ""Cessna Charlie Papa Oscar Lima Yankee cleared for takeoff, will maintain runway heading, climb to 5000ft proceed direct AGMEB then OMEKI"", ""condition"": null, ""condition_type"": null, ""condition_function"": null, ""monitor_scope"": null}"
77711674-011f-11f1-b2eb-d921f42ba690;1770155008.471;TARS Agent;current_procedure;3;;BEFORE TAKEOFF
77711675-011f-11f1-b2eb-d921f42ba690;1770155008.471;TARS Agent;interaction_message;3;;
7771d9c0-011f-11f1-b2eb-d921f42ba690;1770155008.477;TARS Agent;current_task_object;3;;Takeoff clearance
7771d9c1-011f-11f1-b2eb-d921f42ba690;1770155008.477;ATC_Agent;speech_output;3;;C-POLY, Montreal-Tower, wind-0-9-0-at-4, cleared-for-takeoff runway-zero-six-left. Climb-to-5000ft.
7771d9c2-011f-11f1-b2eb-d921f42ba690;1770155008.477;TARS Agent;current_task_value;3;;CONFIRM
7771d9c3-011f-11f1-b2eb-d921f42ba690;1770155008.477;ATC_Agent;is_speaking;4;;true
7771d9c4-011f-11f1-b2eb-d921f42ba690;1770155008.477;TARS Agent;current_task_autonomy_role;3;;
777200d0-011f-11f1-b2eb-d921f42ba690;1770155008.477;TARS Agent;current_task_human_role;3;;performer
777200d1-011f-11f1-b2eb-d921f42ba690;1770155008.477;TARS Agent;next_state;3;;"{""procedure"": ""BEFORE TAKEOFF"", ""classification"": ""NORM"", ""type"": ""Checklist"", ""category"": ""Switch / Lever"", ""task_object"": ""Pitot-Static Switch"", ""value"": ""PITOT-STATIC"", ""human_role"": ""performer"", ""autonomy_role"": """", ""information_requirement"": ""Pitot-static switch status"", ""interaction"": ""pitot_static_switch"", ""delay_before_action"": 0.0, ""delay_after_action"": 0.0, ""callout"": """", ""condition"": null, ""condition_type"": null, ""condition_function"": null, ""monitor_scope"": null}"
777200d2-011f-11f1-b2eb-d921f42ba690;1770155008.477;TARS Agent;countdown_next;1;;false
777200d3-011f-11f1-b2eb-d921f42ba690;1770155008.477;TARS Agent;countdown_max_next;1;;false
777200d4-011f-11f1-b2eb-d921f42ba690;1770155008.477;TARS Agent;action_about_to_fire;3;;"{""procedure"": ""BEFORE TAKEOFF"", ""classification"": ""NORM"", ""type"": ""Checklist"", ""category"": ""Switch / Lever"", ""task_object"": ""Takeoff clearance"", ""value"": ""CONFIRM"", ""human_role"": ""performer"", ""autonomy_role"": """", ""information_requirement"": ""ATC clearance status, checklist completion status."", ""interaction"": """", ""delay_before_action"": 0.0, ""delay_after_action"": 0.0, ""callout"": ""Cessna Charlie Papa Oscar Lima Yankee cleared for takeoff, will maintain runway heading, climb to 5000ft proceed direct AGMEB then OMEKI"", ""condition"": null, ""condition_type"": null, ""condition_function"": null, ""monitor_scope"": null}"
77873680-011f-11f1-b2eb-d921f42ba690;1770155008.617;Cognitive_Model;production_selected;3;;encode-aoi-information
77a5e210-011f-11f1-b2eb-d921f42ba690;1770155008.817;Cognitive_Model;production_selected;3;;detected-sound
77bcc570-011f-11f1-b2eb-d921f42ba690;1770155008.968;Cognitive_Model;production_selected;3;;encode-sound
77db7100-011f-11f1-b2eb-d921f42ba690;1770155009.168;Cognitive_Model;production_selected;3;;retrieve-self-callsign
77ef4720-011f-11f1-b2eb-d921f42ba690;1770155009.298;Aircraft;cabin_altitude;2;;102.700000
780196a0-011f-11f1-b2eb-d921f42ba690;1770155009.419;Cognitive_Model;production_selected;3;;is-our-callsign
789a7b40-011f-11f1-b2eb-d921f42ba690;1770155010.420;Cognitive_Model;production_selected;3;;t-i-x-1-visually-attend-current-task-human-role
78a1f550-011f-11f1-b2eb-d921f42ba690;1770155010.469;Cognitive_Model;production_selected;3;;t-i-x-2-visually-encode-allocation-item
78a99670-011f-11f1-b2eb-d921f42ba690;1770155010.519;Cognitive_Model;production_selected;3;;t-i-x-3-form-task-item-allocation-human-role-representation
78b8d8b0-011f-11f1-b2eb-d921f42ba690;1770155010.620;Cognitive_Model;production_selected;3;;t-i-x-4-visually-attend-current-task-autonomy_role
78c079d0-011f-11f1-b2eb-d921f42ba690;1770155010.669;Cognitive_Model;production_selected;3;;t-i-x-5-visually-encode-allocation-item
78c81af0-011f-11f1-b2eb-d921f42ba690;1770155010.720;Cognitive_Model;production_selected;3;;t-i-x-6-form-task-item-allocation-autonomy-role-representation
78cfe320-011f-11f1-b2eb-d921f42ba690;1770155010.770;Cognitive_Model;production_selected;3;;t-i-tars-n-a-allocation-go-to-perform-task
78d58870-011f-11f1-b2eb-d921f42ba690;1770155010.808;Aircraft;airspeed;2;;1.500000
78d75d30-011f-11f1-b2eb-d921f42ba690;1770155010.819;Cognitive_Model;production_selected;3;;wait-for-next-word
78defe50-011f-11f1-b2eb-d921f42ba690;1770155010.869;Cognitive_Model;production_selected;3;;start-timing
792b70a0-011f-11f1-b2eb-d921f42ba690;1770155011.370;Cognitive_Model;production_selected;3;;detected-sound
7977bbe0-011f-11f1-b2eb-d921f42ba690;1770155011.870;Cognitive_Model;production_selected;3;;encode-and-retrieval-attempt-for-word-from-takeoff-clearance-stop-timer
79cbcf50-011f-11f1-b2eb-d921f42ba690;1770155012.421;Cognitive_Model;production_selected;3;;form-sender-representation-from-takeoff-clearance
7a2783e0-011f-11f1-b2eb-d921f42ba690;1770155013.023;Cognitive_Model;production_selected;3;;wait-for-next-word
7a2f2500-011f-11f1-b2eb-d921f42ba690;1770155013.073;Cognitive_Model;production_selected;3;;start-timing
7aa98520-011f-11f1-b2eb-d921f42ba690;1770155013.874;Cognitive_Model;production_selected;3;;detected-sound
7adddb90-011f-11f1-b2eb-d921f42ba690;1770155014.217;Aircraft;airspeed;2;;1.600000
7b14a300-011f-11f1-b2eb-d921f42ba690;1770155014.576;Cognitive_Model;production_selected;3;;encode-and-retrieval-attempt-for-word-from-takeoff-clearance-stop-timer
7b967d30-011f-11f1-b2eb-d921f42ba690;1770155015.428;Cognitive_Model;production_selected;3;;form-wind-representation-from-takeoff-clearance
7bb528c0-011f-11f1-b2eb-d921f42ba690;1770155015.628;Cognitive_Model;production_selected;3;;update-wind-belief-from-takeoff-clearance
7bbcc9e0-011f-11f1-b2eb-d921f42ba690;1770155015.678;Cognitive_Model;production_selected;3;;wait-for-next-word
7bc46b00-011f-11f1-b2eb-d921f42ba690;1770155015.728;Cognitive_Model;production_selected;3;;start-timing
7c065600-011f-11f1-b2eb-d921f42ba690;1770155016.161;Aircraft;cabin_altitude;2;;102.600000
7c55ae80-011f-11f1-b2eb-d921f42ba690;1770155016.680;Cognitive_Model;production_selected;3;;detected-sound
7cc84670-011f-11f1-b2eb-d921f42ba690;1770155017.432;Cognitive_Model;production_selected;3;;encode-and-retrieval-attempt-for-word-from-takeoff-clearance-stop-timer
7d2ea960-011f-11f1-b2eb-d921f42ba690;1770155018.102;Aircraft;airspeed;2;;1.700000
7d8f18e0-011f-11f1-b2eb-d921f42ba690;1770155018.734;Cognitive_Model;production_selected;3;;detected-sound
7e27fd80-011f-11f1-b2eb-d921f42ba690;1770155019.736;Cognitive_Model;production_selected;3;;encode-and-retrieval-attempt-for-word-from-takeoff-clearance-stop-timer
7e92f450-011f-11f1-b2eb-d921f42ba690;1770155020.437;Cognitive_Model;production_selected;3;;form-runway-representation-from-takeoff-clearance
7ee6e0b0-011f-11f1-b2eb-d921f42ba690;1770155020.988;Cognitive_Model;production_selected;3;;wait-for-next-word
7eee81d0-011f-11f1-b2eb-d921f42ba690;1770155021.038;Cognitive_Model;production_selected;3;;start-timing
7f3acd10-011f-11f1-b2eb-d921f42ba690;1770155021.538;Cognitive_Model;production_selected;3;;detected-sound
7f9e49d0-011f-11f1-b2eb-d921f42ba690;1770155022.190;Cognitive_Model;production_selected;3;;encode-and-retrieval-attempt-for-word-from-takeoff-clearance-stop-timer
7fc46f70-011f-11f1-b2eb-d921f42ba690;1770155022.439;Cognitive_Model;production_selected;3;;form-altitude-representation-from-takeoff-clearance
804670b0-011f-11f1-b2eb-d921f42ba690;1770155023.291;Cognitive_Model;production_selected;3;;wait-for-next-word
804e11d0-011f-11f1-b2eb-d921f42ba690;1770155023.341;Cognitive_Model;production_selected;3;;start-timing
80680270-011f-11f1-b2eb-d921f42ba690;1770155023.511;ATC_Agent;is_speaking;4;;false
81149620-011f-11f1-b2eb-d921f42ba690;1770155024.643;Cognitive_Model;production_selected;3;;atc-not-speaking-end-of-message
812b7980-011f-11f1-b2eb-d921f42ba690;1770155024.793;Cognitive_Model;production_selected;3;;t-i-end-of-communication-and-we-have-allocation
81331aa0-011f-11f1-b2eb-d921f42ba690;1770155024.843;Cognitive_Model;production_selected;3;;t-i-allocation-to-takeoff-clearance-readback-by-pilot
813ae2d0-011f-11f1-b2eb-d921f42ba690;1770155024.893;Cognitive_Model;production_selected;3;;start-readback-push-ptt-on
81596750-011f-11f1-b2eb-d921f42ba690;1770155025.094;Cognitive_Model;push_to_talk;4;;true
81596751-011f-11f1-b2eb-d921f42ba690;1770155025.094;Cognitive_Model;production_selected;3;;start-readback-sender
81827320-011f-11f1-b2eb-d921f42ba690;1770155025.362;Cognitive_Model;speech_output;3;;montreal-tower
81827321-011f-11f1-b2eb-d921f42ba690;1770155025.362;Cognitive_Model;production_selected;3;;readback-callsign
81a5d9a0-011f-11f1-b2eb-d921f42ba690;1770155025.595;Cognitive_Model;speech_output;3;;c-poly
81a5d9a1-011f-11f1-b2eb-d921f42ba690;1770155025.595;Cognitive_Model;production_selected;3;;readback-cleared-for-takeoff
81cc2650-011f-11f1-b2eb-d921f42ba690;1770155025.846;Cognitive_Model;speech_output;3;;cleared-for-takeoff
