n_repetitions,total_fsm_time_mean,total_fsm_time_ci,total_fsm_time_std,total_fsm_time_rel_precision_pct,active_time_mean,active_time_ci,active_time_std,active_time_rel_precision_pct,coordination_time_mean,coordination_time_ci,coordination_time_std,coordination_time_rel_precision_pct,workload_overall_mean,workload_overall_ci,workload_overall_std,workload_overall_rel_precision_pct,jae_data_mean,jae_data_ci,jae_data_std,jae_data_rel_precision_pct
11,47.27190908518705,1.4830933870575789,2.20761120409637,3.137367235126782,34.360090797597714,1.5875738633509175,2.363132273832989,4.620400663964232,4.777818246321245,0.06783531793832973,0.10097409186835125,1.419796954196836,0.16123479144435413,0.0014695745419141576,0.002187488159744948,0.9114500218901836,0.948626951053519,0.018473576032484985,0.027498250470896816,1.9474015588497398
12,47.457249999046326,1.3982049529436558,2.200616398333219,2.946240991569788,34.70283321539561,1.6181844782748327,2.5468392819828476,4.662975118576022,4.788833439350128,0.06579955794372021,0.10356105942063745,1.3740205997360722,0.16103812254024993,0.0013940883818792731,0.0021941373812405444,0.8656884220261785,0.9371007457630601,0.020526926644715157,0.03230706005342235,2.1904717008842565
13,46.249461522469154,2.9233679265515433,4.837658752834804,6.320869109213947,33.731076790736275,2.5795563349339337,4.268711156328542,7.647417694185113,4.634077035463774,0.342467426570316,0.5667232402262209,7.390197097490465,0.16101459951656324,0.0012704905762995669,0.002102438013705617,0.789053030044567,0.7739557675117372,0.035915901013158086,0.05943448695738065,4.640562487004583
14,45.214214256831575,3.4933822744307457,6.05037457512015,7.7262921226214125,32.89814271245684,2.974116689315386,5.151030888369231,9.040378708641326,4.501428689275469,0.42538954939928153,0.7367547872002159,9.450100818274883,0.16102773952757884,0.0011666339295608936,0.002020555356209321,0.7244925209678466,0.7871911868608333,0.0436418884283081,0.07558570789390438,5.544001146956883
15,44.316999959945676,3.758669446530855,6.7872783117863795,8.48132646597918,32.176266511281334,3.1548286130943297,5.696882933619384,9.804831185085487,4.386466789245605,0.46408056927075997,0.8380210144949356,10.579826351553743,0.1613827489363027,0.0013199881956344286,0.002383590092050423,0.8179239753534153,0.79866188363005,0.04724625394935537,0.08531568931649036,5.915676573246911
16,43.53193745017052,3.8740661819329643,7.270293946208387,8.899365405841337,31.544624835252762,3.226981474753787,6.055937812792645,10.22989333874552,4.285875126719475,0.4817498964416068,0.9040793809924998,11.24040906927569,0.161357243307121,0.001228261502287462,0.0023050257133154658,0.7612063004507568,0.8086987433031143,0.048853143702216655,0.09168060075170394,6.040957044483208
17,42.83923523566302,3.905895481430866,7.596763703774008,9.117565848092607,30.98729394463932,3.2380483530125446,6.297835750131118,10.449600274220506,4.197117777431712,0.48782167513558783,0.9487878037705917,11.62277784432569,0.1612922864179066,0.0011557346456021141,0.0022478438167751213,0.716546755749756,0.8175547959558184,0.04935142438638655,0.09598595540777394,6.036466868094008
18,42.97055550416311,3.675444170697644,7.390972531282155,8.553401573646301,31.170055389404297,3.0627010859936172,6.1588038198415065,9.825780056312404,4.231055710050795,0.4633002018283279,0.931653129912918,10.949990583384823,0.16128965139286058,0.0010844651794123276,0.002180757475809269,0.6723712092171655,0.8144562348601239,0.04676669043212782,0.0940434157913556,5.742075317301685
19,43.14678942529779,3.481709902230442,7.22369575065536,8.069453019809277,31.3902629927585,2.921674651126277,6.061759697043675,9.307582583173277,4.266631716176083,0.44274525880561516,0.9185880313026862,10.376927006074483,0.1612550020106739,0.001024067896513947,0.0021246902011254226,0.635061166317285,0.8122577674392141,0.04416860747594872,0.09163904836872817,5.437757476324054
20,43.479699957370755,3.3635866617267114,7.186929751706785,7.73599326817919,31.62179982662201,2.803526343296515,5.990256506721908,8.865802575020604,4.294000113010407,0.4223486626164795,0.902426627947715,9.835786015393985,0.16114799578961286,0.0009934392545187308,0.0021226681078432034,0.6164763326102534,0.8101929910655468,0.04187260258276918,0.08946861893221199,5.1682257245522845
21,43.76223805972508,3.2426260064008297,7.12360475167533,7.409643908009032,31.799809365045455,2.6835040469275273,5.895290465844092,8.438742560127583,4.3208572296869185,0.4042790096610102,0.8881455550343766,9.356453781517413,0.16106254114610094,0.0009584830255849738,0.002105655793168661,0.5950999026617413,0.8085873077806814,0.039835490746781575,0.08751311147475392,4.926554048457365
22,43.98990906368602,3.1184636991876498,7.033465043613605,7.089043295526981,32.07118166576732,2.6125153014288873,5.8923357207244,8.145990156070484,4.343090989372947,0.38706321050966214,0.8729925448539736,8.912159829410944,0.16100379450048402,0.0009192504120484932,0.0020733015558766087,0.5709495325252907,0.807151840551445,0.03798352474391077,0.08566904068471987,4.705871043787806
23,44.16865215094193,2.994601275389679,6.92501552700183,6.779924515595201,32.22969549635182,2.511065079879549,5.806838062344432,7.791153596731264,4.370130528574404,0.3730692800912484,0.8627227198863411,8.536799476626815,0.16094807396664654,0.0008835388483480124,0.0020431836097188315,0.5489589446911364,0.8050350801339631,0.03645956956842218,0.08431275557253348,4.52894171547842
24,44.25649997591972,2.865670046052093,6.786458376341622,6.475139352663054,32.358083168665566,2.4127778623215743,5.713922493122303,7.456491936636173,4.392750094334285,0.35934789565094805,0.8510049996233168,8.180476647520434,0.16093676953790156,0.0008441206649375009,0.0019990402471841404,0.5245045413557313,0.8019982929546745,0.035229002028018104,0.08342905919422568,4.392652994089239
25,44.29915997505188,2.7437437813455934,6.6469928133999465,6.19366999936522,32.43431983947754,2.314286177289504,5.606588958189813,7.13530047413747,4.405240077972412,0.34484628730985883,0.8354245061294111,7.828092934916281,0.16095382550535672,0.0008085561008952041,0.0019588077532681804,0.5023528321594907,0.8003417258728426,0.03377131943046672,0.08181438772801787,4.219612490356684
